codigomex2,nombre,serving_size,kcal,carbohydrate,total_fat,protein,fiber,calcium,iron,ironhem,ironnohem,zinc,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folic_acid,food_folate,folate_dfe,vit_b12,vit_a_rae,vit_e,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,chole,sugars
8037,"PESCADO FRESCO, BONITO",100 g,162,0,1.32,23.3,0,8,0.7,0.28,0.42,0.3,0,0.02,0.05,12.8,1.05,0.46,0,2,2,9.43,655,1,227,0,0.225,0.096,0.386,65.05,0
8038,"PESCADO FRESCO, BOQUERON CRUDO",100 g,114,0,2.16,17.7,0,147,1.2,0.48,0.72,0.5,0,0.01,0.15,1.9,0.64,0.48,8,9,22.6,28,0,0.57,477.65,0.1,0.001,0.001,0.731,60,0
8039,"PESCADO FRESCO, BOQUILLA",100 g,147,0,0.22,33.2,0,10,0.4,0.16,0.24,0.5,0,0.03,0.03,2.2,,,,,,,,,477.65,,0.303,0.13,0.096,53.25,0
8040,"PESCADO FRESCO, CABRILLA",100 g,81,0,0.1,20.1,0,15,0,,,0.5,0,0.05,0.05,1.1,,,,,,,,,477.65,,,,,,0
8041,"PESCADO FRESCO, CARPA",100 g,122,0,1.02,19.6,0,50,0.9,0.36,0.54,5,0,0.01,0.04,1.5,0.75,0.19,13,15,37.1,1,51,0.63,988.24,0.1,0.432,0.419,0.261,77.65,0
8042,"PESCADO FRESCO, CAZON",100 g,106,0,0.17,21.15,0,17.94,0.84,0.34,0.5,0.5,0,0.05,0.04,2.4,0.69,0.4,0,3,3,1.49,70,1,24,0.1,0.1,0.054,0.045,52,0
8043,"PESCADO FRESCO, CHARALES",100 g,282,3.4,6.9,51.6,0,1840,1.8,0.72,1.08,0.5,0,0.09,0.18,4.6,,,,,,,,,477.65,,,,,,0
8044,"PESCADO FRESCO, CHERNA",100 g,90,0,2.98,15.1,0,7,0.89,0.36,0.53,0.3,0,0.11,0.37,1.4,0.75,0.3,0,9,9,0.6,50,1,477.65,,0.116,0.074,0.094,32,0
8045,"PESCADO FRESCO, FILETE (TODOS LOS TIPOS)",100 g,97.46,0,0.78,19.62,0,15.07,0.6,0.24,0.36,0.31,0,0.07,0.05,2.36,0.74,0.37,0.17,5.07,5.36,3.09,60.18,0.87,464.96,0.09,0.081,0.062,0.274,28.393,0
8046,"PESCADO FRESCO, GUACHINANGO",100 g,91,0,0.63,19.2,0,14,0.6,0.24,0.36,0.2,0,0.08,0.05,1.8,0.75,0.4,0,5,5,3,32,0.96,477.65,0.1,0.052,0.042,0.216,25,0
8047,"PESCADO FRESCO, GURRUBATA",100 g,87,0,1.75,17.83,0,32.03,1.1,0.44,0.66,0.7,0,0.12,0.08,5.5,,,,,,,18,,477.65,,0.065,0.026,0.07,61,0
8048,"PESCADO FRESCO, ISABELITA",100 g,83,0,0.2,20.3,0,12,0.55,0.22,0.33,0.67,0,0.31,0.44,4.6,0.75,0.12,0,15,15,2,21,0.2,99,0.1,0.12,0.16,0.2,39,0
8049,"PESCADO FRESCO, JOROBADO",100 g,145,0,1.36,19.9,0,32.67,0.4,0.16,0.24,0.5,0,0.08,0.07,2.1,,,,,,,,,477.65,,0.917,0.802,0.18,,0
8050,"PESCADO FRESCO, LENGUADO",100 g,76,0,1,16.7,0,12,0.8,0.32,0.48,0.5,0,0.05,0.05,1.7,0.19,0.1,11,5,23.7,9,10,0.63,113,0.1,0,0,0,46,0
8051,"PESCADO FRESCO, LISA",100 g,112,0,9.36,19.6,0,26,1.8,0.72,1.08,0.6,0,0.07,0.08,5.2,0.76,0.43,0,9,9,0.22,37,1,61,0.1,0.001,0.001,1.766,49,0
8052,"PESCADO FRESCO, MERO",100 g,87,0,2.98,15.1,0,10,0.5,0.2,0.3,0.4,0,0.1,0.05,2.4,0.75,0.3,0,9,9,0.6,132,,477.65,,0.116,0.074,0.094,32,0
8053,"PESCADO FRESCO, MOJARRA",100 g,91,0,2.7,16.8,0,15,0.7,0.28,0.42,,0,0.06,0.05,5.4,,,,,,,5,,124.14,,1.09,0.611,0.397,4.5,0
8054,"PESCADO FRESCO, PAMPANO",100 g,194,0,4,15,0,17,0.6,0.24,0.36,0.5,0,0.56,0.12,3,0.75,0.2,0,15,15,1.3,33,0.18,437.39,0.1,1.399,0.93,1.14,22.91,0
8055,"PESCADO FRESCO, PARGO",100 g,103,0,2.59,21.1,0,17,0.8,0.32,0.48,0.7,0,0.09,0.06,2.5,0.75,0.4,0,5,5,3,32,0.96,408,0.1,0,0,0.46,57.985,0
8056,"PESCADO FRESCO, ROBALO",100 g,89,0,1,20,0,15.96,0.6,0.24,0.36,0.4,0,0.35,0.07,0.9,0.75,0.4,0,5,5,0.3,0,0.84,226,0.1,0.342,0.453,1.06,43.65,0
8057,"PESCADO FRESCO, SARGO",100 g,88,0,1.59,18.47,0,23.44,0.46,0.18,0.28,0.39,0,0.01,0.04,1.5,0.75,0.3,0,15,15,2,30,,477.65,,0.007,0.015,0.313,44,0
8058,"PESCADO FRESCO, SIERRA",100 g,203,0,2.75,19.4,0,5,1,0.4,0.6,0.58,0,0.06,0.21,5.8,0.88,0.47,0,1.18,1.18,2.82,135,0.69,477.65,0.1,3.6,5.4,0.759,80,0
8059,"PESCADO FRESCO, TRUCHA",100 g,163,0,1.67,18.3,0,12,1,0.4,0.6,0.5,0,0.05,0.05,2.8,1.94,0.2,13,13,35.1,1,17,0.2,155,0.1,0.002,0.004,1.5,17.38,0
8060,"PESCADO SECO, PROMEDIO",100 g,304,1.25,3.13,65.56,0,2082.5,2.5,1,1.5,3.39,1.75,0.47,0.21,6.65,1.67,0.86,0,25,25,10,42,2.84,160,0.4,0.462,0.342,0.804,152,0
8061,"PESCADO SECO, BACALAO",100 g,290,0,2.37,62.82,0,160,2.5,1,1.5,1.59,3.5,0.27,0.24,7.5,1.68,0.86,0,25,25,10,42,2.84,161,0.4,0.46,0.34,0.8,152,0
8062,"PESCADO SECO, CHARALES",100 g,318,2.5,3.9,68.3,0,4005,2.5,1,1.5,5.2,0,0.67,0.19,5.8,,,,,,,,,477.65,,,,,,0
8063,PULPO CRUDO,100 g,59,0,0.32,12.6,0,39,2.5,1,1.5,1.7,0,0.02,0.07,1.3,0.5,0.36,13,16,38.1,2,45,1.2,0,0.1,0,0,0.24,48,0
8064,SALMON COCIDO,100 g,156,0,5.57,26.48,0,11,0.52,,,0.55,0,0.16,0.25,10.12,1.27,0.83,0,7,7,4.47,58,0.99,670,0.1,0.996,1.864,1.327,61,0
8065,SALMON EN ACEITE (INDUSTRIALIZADO),100 g,302,0,23.9,21.7,0,79,0.9,0.36,0.54,0.9,0,0.03,0.08,7.2,0.56,0.75,26,4,48.2,5,18,1.28,761.18,0.1,6,7.4,7.175,80,0
8066,SALMON FRESCO,100 g,131,0,4.69,22.25,0,9,0.43,,,0.46,0,0.13,0.21,8.51,1.07,0.73,0,6,6,4.69,49,0.83,563,0.1,0.814,1.371,1.115,51,0
8067,SARDINAS EN ACEITE (INDUSTRIALIZADO),100 g,290,0.6,23.6,18.8,0,303,5.2,2.08,3.12,3,0,0.01,0.27,5.3,0.64,0.48,8,10,23.6,28,9,2.04,193,2.6,3.56,6.48,8.217,292.681,0
8068,SARDINAS EN TOMATE (INDUSTRIALIZADO),100 g,121.29,1.7,15.4,12.23,0,88.13,4.86,1.94,2.92,2.7,0,0.11,0.14,1.82,0.8,0.48,8,26.42,40.02,28,65,1.38,193,0.4,0.489,2.48,3.111,120,0
8069,SURIMI,100 g,99,6.85,0.9,15.18,0,9,0.26,0,0.26,0.33,0,0.02,0.02,0.22,0.07,0.03,0,2,2,1.6,20,0.63,0,0.1,0.19,0.15,0.44,30,0
8070,"TORTUGA, CARNE FRESCA",100 g,89,0,0.5,19.8,0,118,1.4,0.56,0.84,1,0,0.12,0.15,1.1,,0.12,0,15,15,1,30,0.5,0,0.1,0.13,0.09,0.17,50,0
9000,BOLONIA DE PAVO (EMBUTIDO),100 g,209,4.68,16.05,11.42,0.5,123,3,1.2,1.8,1.3,13.3,0.05,0.09,2.61,0.47,0.24,0,9,9,0.23,9,0.45,26,0.3,4.36,6.84,3.85,75,0
9001,CHORIZO DE CERDO,100 g,455,1.86,38.27,24.1,0,8,1.59,0.64,0.95,3.41,0,0.63,0.3,5.13,1.12,0.53,0,2,2,2,0,0.22,60,1.6,14.38,18.4,3.46,88,0
9002,CHORIZO DE PAVO,100 g,256.46,4.06,20.31,14.42,2.72,19,1.17,0.47,0.7,3.06,2.3,0.08,0.23,4.6,1.02,0.43,,5,5,1.3,13,0.13,79.23,0,6.87,2.624,2.386,75,0
9003,CHORIZO Y LONGANIZA PROMEDIO,100 g,263.64,4.16,19.97,16.1,0.31,28.88,1.17,0.47,0.7,2.21,0.53,0.34,0.21,3.94,1.07,0.35,0,4.87,4.87,1.29,9.92,0.22,33.02,2.02,7.151,9.394,2.031,55.694,0
9004,"EMBUTIDO PROMEDIO (SALCHICHA, JAMON Y MORTADELA, DE CERDO Y RES)",100 g,179.23,4.52,12.1,14.78,0.14,36.86,1.87,0.75,1.12,2.08,2,0.24,0.17,3.05,0.51,0.19,0,5.83,5.84,1.27,5,0.4,22,2.16,3.999,8.246,2.624,64.429,0
9005,JAMON DE CERDO,100 g,298,0.6,26,15.4,0,9,2.3,0.92,1.38,2.3,0,0.64,0.17,3.6,0.61,0.22,0.01,6.2,6.21,0.01,0,,28,,9.011,9.5,2.5,89,0
9006,JAMON DE PAVO,100 g,123,0.4,5.1,18.9,0,10,2.8,1.12,1.68,2.36,0,0.05,0.25,3.5,,0.3,,6,6,0.26,0,0.39,8.03,0,0.958,0.95,1.23,58.914,0
9007,"JAMON ENDIABLADO, INDUSTRIALIZADO",100 g,250,6,20,12,2,3,0.72,0.29,0.43,1.48,1,0.37,0.19,3.13,,0.21,0,6,6,0.9,0,0.26,20,0,10,14.29,3.56,62,0
9008,"JAMON PAVO Y CERDO, PROMEDIO",100 g,210.5,0.5,15.55,17.15,0,9.5,2.55,1.02,1.53,2.33,0,0.34,0.21,3.55,0.61,0.26,0.01,6.1,6.12,0.13,0,0.39,18.01,0,4.985,5.225,1.865,73.957,0
9009,JAMON SERRANO,100 g,264.42,0.82,11.07,29.95,0.22,7,0.71,0.28,0.43,1.76,34.9,0.78,0.19,4.46,0.47,0.41,,1,1,0.74,0,0.27,35.27,0,4.18,5.12,1.49,56,0
9010,LONGANIZA DE CERDO,100 g,413,1.02,40.29,11.69,0,40,4.7,1.88,2.82,1.6,0,0.15,0.15,2.8,,0.02,3,0,5.1,1,15,0.22,61,0,16,18.4,4.4,130,0
9011,LONGANIZA DE POLLO,100 g,156.55,2.52,11.1,11.42,0.64,23.65,0.77,0.31,0.46,0.75,1.6,0.04,0.07,4.43,0.53,0.27,,3.6,3.6,0.19,26.77,0.22,3.07,2.44,3.405,5.642,1.824,42.081,0
9012,MORONGA,100 g,176,1.28,12.9,13.8,0,10,45,18,27,1.96,2,0.02,0.06,2.1,0.9,0.06,0,7.53,7.53,1.51,0,0.13,52,0,5,5.6,1.2,120,0
9013,MORTADELA,100 g,307,3.1,25.4,16.4,0,18,1.4,0.56,0.84,2.1,6,0.12,0.15,2.7,0.44,0.12,0,3,3,1.48,0,0.22,41,1.6,9.51,10.24,2.91,56,0
9014,PASTEL DE PAVO,100 g,209,4.68,16.05,11.42,0.5,123,3,1.2,1.8,1.3,13.3,0.05,0.09,2.61,0.47,0.24,0,9,9,0.23,9,0.45,24,0.3,4.355,6.836,3.854,75,0
9015,"PATE (HIGADO NO ESPECIFICADO), INDUSTRIALIZADO",100 g,320,1.5,28,14.2,0,70,5.5,2.2,3.3,2.85,2,0.03,0.6,3.3,1.2,0.06,60,60,162,3.2,990,,0,,9.57,12.36,3.16,255,0
9016,PECHUGA DE PAVO AHUMADA EMBUTIDO,100 g,158,4.65,8.75,15.05,0.3,21,9.6,,,2.13,30.4,0.07,0.17,3.67,,0.38,0,8,8,0.43,43,0.09,8,0.8,3.401,2.38,1.572,53,0
9017,PECHUGA DE PAVO EMBUTIDO,100 g,155,0.47,8.08,18.79,0,19,1.17,,,3.06,2.3,0.08,0.23,4.6,1.02,0.43,0,5,5,1.3,13,0.13,,0,1.963,2.624,2.386,75,0
9018,PEPPERONI,100 g,339.03,10.3,24.94,19.09,1.32,0,1.4,0.56,0.84,2.5,0.7,0.32,0.25,5,1.18,0.25,0,5,5,2.51,0,0,52,5.8,6.58,17.04,4.31,3.74,0
9019,QUESO DE PUERCO,100 g,157,0,10.9,13.83,0,16,1.5,0.6,0.9,0.97,0,0.02,0.12,0.44,,0.19,0,2,2,1.05,0,0.25,36,3.4,3.402,5.601,1.134,69,0
9020,SALAMI (CERDO Y RES),100 g,321.43,0.71,24.29,25,0,0,2.7,1.08,1.62,2.14,0,0.24,0.38,3.6,1.2,0.21,2,3,6.4,3.65,0,0.22,40,3.2,7.68,17.04,4.31,65,0
9021,SALCHICHA DE CERDO,100 g,269,0.28,23.68,15.27,0.1,267,3.7,1.48,2.22,2.09,2,0.59,0.18,2.77,0.51,0.32,0,3,3,0.49,79,,12,,8.72,10.89,2.23,66,0
9022,SALCHICHA DE PAVO,100 g,165.09,9.72,9.99,9.74,0.94,19,1.17,0.47,0.7,3.06,2.3,0.08,0.23,4.6,1.02,0.43,0,5,5,1.3,13,0.13,79.23,0,2.91,3.244,2.95,92.729,0
9023,SALCHICHA DE PAVO Y PUERCO,100 g,342,3.63,30.64,12.05,0,74,1.3,0.52,0.78,1.34,0.7,0.09,0.1,2.73,0.49,0.12,0,10,10,0.58,21,0.52,,5.7,9.881,13.054,4.504,72,0
9024,SALCHICHA DE RES,100 g,327,4.61,28.22,12.9,0,29,1.45,0.58,0.87,2.15,0,0.05,0.13,2.41,0.32,0.15,0,7,7,1.14,23,0.49,3,2.8,11.298,13.623,1.795,60,0
9025,TOCINO DE PUERCO,100 g,532,0,57.5,3.7,0,7,0.6,0.24,0.36,1.15,0,0.37,0.1,2.8,0.35,0.14,2,1.35,4.75,0.93,0,0.27,16,0,17.28,24.5,6,67,0
10000,ALIMENTO LIQUIDO DE ALMENDRAS,100 g,21.45,2.5,1.07,0.43,0.33,108.5,0.35,0,0.35,0.07,0,0.06,0.05,0.08,0.03,0.01,,1,1,0,43,2.81,33.2,0,0,0.36,0.13,0,0
10001,"BEBIDAS DE SOYA (TIPO ADES-ALMENDRA), SIN AZÚCAR AÑADIDO, INDUSTRIALIZADA 946mL",100 g,35.5,75,2.25,3.1,1.45,,,,,,,,,,,,,,,,,,,,0.35,0.55,1.3,0,0
10002,"BEBIDAS DE SOYA (TIPO ADES-CON JUGO DE FRUTA, VARIOS SABORES), ENDULZADA, INDUSTRIALIZADA 946mL",100 g,22.9,4.3,0.4,0.6,0.3,124,0.46,,,,0,0.15,0.21,0.17,0.08,0.05,,,,1.11,,,49,,0,0.1,0.2,0,0
10003,"BEBIDAS DE SOYA (TIPO ADES-FRAPPÉ DE COCO), ENDULZADA, INDUSTRIALIZADA 946mL",100 g,48.25,3.82,2.24,3.24,1.44,0,0.44,,,0.25,0,,0.21,,,,,,,1.23,,,206,,0.35,0.56,1.31,0,0
10004,CLARA DE HUEVO,100 g,52,0.73,0.17,10.9,0,7,0.08,0,0.08,0.03,0,0,0.44,0.1,0.19,0,0,4,4,0.09,0,0,0,0,0,0,0,0,0
10005,CLUB CHAMBURSY LIGHT YOGURT DE FRESA,100 g,55,10.4,0.9,1.4,0,,,,,,,,,,,,,,,,,,51.76,,0.6,,,,0
10006,CREMA ACIDA DE LECHE DE VACA (TIPO ALPURA Y LALA),100 g,326.58,2.97,33.48,3.25,0,71.66,0.1,0,0.1,0.23,0,0.02,0.11,0.1,0.21,0.03,4,,6.8,0.18,371,1,6.67,,22.16,8.634,,137,0
10007,"CREMA DE LECHE DE VACA, REDUCIDA EN GRASA O LIGHT",100 g,169.54,5.86,14.82,3.52,0,87.25,0.07,0,0.07,0.5,0.9,0.04,0.12,0.07,,0.02,0,11,11,0.42,90,0.3,8,0.5,8.79,3.1,0.4,35,0
10008,"CREMA DE LECHE, EN POLVO",100 g,574.73,50,41.25,0.87,0,2,0.26,0,0.26,0.07,0,0,0,0,0.12,0,0,0,0,0,0,1.26,0,1.7,15,0.75,0.25,0,0
10009,CREMA DULCE DE LECHE DE VACA (TIPO MEDIACREMA),100 g,219.47,3.85,21.77,2.2,0,100,0.1,0,0.1,0.27,1,0.03,0.15,0.1,0.27,0.03,2,,3.4,0.22,200,1,0,,13.97,4.86,0.44,66,0
10010,CREMA PROMEDIO,100 g,206.84,4.19,19.97,2.59,0,85.33,0.09,0,0.09,0.33,0.63,0.03,0.13,0.09,0.24,0.03,2,11,14.4,0.27,220.33,0.77,6.67,0.5,13.509,5.531,0.703,79.333,0
10011,DANONINO,100 g,203.98,12.94,2.35,3.26,0.96,255.72,,,,2.1,,,,,,,,,,,,,47.62,,1.52,,,,0
10012,"DANONINO O SIMILAR, DANONINO BEBIBLE 170g",100 g,72.11,14.11,1.44,0.67,0,240,0.05,,,0.59,0.5,0.03,0.14,0.08,0.39,0.21,0,7,7,0.37,27,0.06,2,0.2,0.89,0.388,0.04,6,0
10013,FERMENTADO LACTEO TIPO ACTIMEL Y SVELTY GASTROPROTECT,100 g,65.79,10.25,1.4,3.07,0,0,,,,,,,,,,,,,,,,,,,0.88,,,,0
10014,"FORMULA LACTEA LIGHT, FLUIDA",100 g,23.88,5.52,1,2.2,,82.08,0.34,0,0.34,,,0.09,0.08,,0.34,,,,,,,,20.08,,0.44,,,,0
10015,HUEVO DE CODORNIZ,100 g,158,0.41,11.09,13.05,0,64,3.65,0,3.65,1.47,0,0.13,0.79,0.15,1.76,0.15,0,66,66,1.58,156,1.08,56,0.3,3.557,4.324,1.324,844,0
10016,HUEVO DE CODORNIZ,100 g,158.44,0.41,11.09,13.05,0,64,3.65,0,3.65,1.47,0,0.13,0.79,0.15,1.76,0.15,,,,1.58,90,0.74,55.56,,3.557,4.324,1.324,844,0
10017,HUEVO DE GALLINA (ENTERO),100 g,143,0.72,9.51,12.56,0,56,1.75,0,1.75,1.29,0,0.04,0.46,0.08,1.53,0.17,63.33,47,154.66,0.89,160,1.05,80,0.3,3.126,3.658,1.911,372,0
10018,HUEVO DE GANSA,100 g,185,1.35,13.27,13.87,0,60,3.64,0,3.64,1.33,0,0.15,0.38,0.19,1.76,0.24,0,76,76,5.1,187,1.29,68,0.4,3.595,5.747,1.672,852,0
10019,HUEVO DE IGUANA,100 g,218,4.3,15.2,14.9,0,421,2.1,0,2.1,1.4,0,0.14,0.6,0.5,,,2,,3.4,,340.33,,,,,,,,0
10020,HUEVO DE PATA,100 g,189,1.4,14.05,13,0,62,3.72,0,3.72,1.41,0,0.13,0.47,0.15,1.86,0.25,80,80,216,5.4,70,1.34,69,0.4,3.68,6.53,1.22,884,0
10021,HUEVO DE PAVA,100 g,171,1.15,11.95,13.39,0,74,4.1,0,4.1,1.58,0,0.11,0.47,0.02,1.89,0.13,0,71,71,1.69,166,,82,,3.63,4.57,1.66,933,0
10022,HUEVO DE TORTUGA,100 g,115,0.9,6.3,12.6,0,62,1.6,0,1.6,1,0,0.28,0.31,0.1,,0.12,0,15,15,1,30,0.5,0,0.1,0.127,0.088,0.17,50,0
10023,HUEVO DESHIDRATADO,100 g,590,4.03,41.86,46.13,0,207.33,8.16,0,8.16,5.41,0,0.31,1.17,0.2,5.55,0.4,184,119,431.8,10,586,3.88,0,1.2,13.63,17.09,5.69,1819,0
10024,HUEVO DURO,100 g,155,1.12,10.61,12.58,0,50,1.19,0,1.19,1.05,0,0.07,0.51,0.06,1.4,0.12,0,44,44,1.11,149,1.03,88,0.3,3.27,4.08,1.41,373,0
10025,"HUEVO ENTERO COCINADO, FRITO",100 g,196,0.83,14.84,13.61,0,62,1.89,,,1.39,0,0.04,0.5,0.08,1.66,0.18,0,51,51,0.97,219,1.31,88,5.6,4.323,6.182,3.251,401,0
10026,"HUEVO, YEMA",100 g,322,3.59,26.54,15.86,0,129,2.73,0,2.73,2.3,0,0.18,0.53,0.02,2.99,0.35,0,146,146,1.95,381,2.58,216,0.7,9.551,11.738,4.204,1085,0
10027,JOCOQUE,100 g,172.9,5.83,11.66,11.16,0,115,0.03,0,0.03,0.38,0,0.05,0.17,0.09,0.38,0.04,0,5,5,0.46,47,0.07,52,0.3,3.598,1.669,0.215,69,0
10028,"LECHE CON AZUCAR (U OTRO ENDULZANTE CON CALORIAS), PREPARACION ESTANDARIZADA",100 g,93.7,14.57,2.84,2.78,0,102.88,0.03,0,0.03,0.33,0,0.04,0.15,0.08,0.34,0.03,0,4.49,4.49,0.4,41.32,0.06,20,0.27,1.815,0.764,0.18,8.983,0
10029,"LECHE CON CAFE O CHOCOLATE, INDUSTRIALIZADA",100 g,63.64,8.2,2.07,2.98,0.08,116.74,0.92,0,0.92,0.76,3.52,0.04,0.06,0.64,0.24,0.06,4,,6.8,4,14,0,1.15,1.32,1.03,0.6,0,7,0
10030,"LECHE CON CHOCOLATE, PREPARACION ESTANDARIZADA",100 g,90.08,12.63,3.05,3.1,0.36,151.48,1.93,0,1.93,1.22,15.13,0.21,0.39,2.22,0.91,0.04,16.65,5.1,33.4,0.41,171.67,0.64,20.14,0.36,1.952,1.002,0.24,9.049,0
10031,"LECHE CON FIBRA (TIPO SVELTY ACTIFIBRA), EN POLVO",100 g,343,50,9,15.5,15.5,1.6,16,0,16,,90,0.4,1.4,6.5,1.8,0.65,1.13,,1.92,,328,18,160,41.5,7.3,,,,0
10032,LECHE DE ALPISTE,100 g,240,40,4,8,0,0,0,,,,0,,,,,,,,,,,,,,0,,,0,0
10033,"LECHE DE BURRA, FLUIDA",100 g,54,6.1,2.4,2,0,82,0.9,0,0.9,0.4,2,0.06,0.03,0.1,,,40,,68,0.11,20,,,,,,,,0
10034,LECHE DE COCO,100 g,27.8,3,1.75,0.1,0,157.3,0.3,,,0.39,0,0,0.17,0,,0,0,0,0,1.36,63,4,21.6,0,1.6,0.1,0.048,0,0
10035,"LECHE DE SOYA, FLUIDA",100 g,44,3.61,1.94,3.08,1.15,100.74,1.53,0,1.53,2.2,9,0.06,0.5,3.29,,0.3,9.66,32,48.42,0.01,147.68,1.43,28.4,,0.31,0.6,0.98,0,0
10036,"LECHE DESCREMADA, EN POLVO",100 g,333.5,60,1.5,20,0,1800,17,0,17,4.08,90,0.4,1.4,6.5,3.57,0.65,480,50,866,0,328,18,160,41,0,0.17,0.02,20,0
10037,"LECHE DESCREMADA, EN POLVO CON VIT. A",100 g,359,51.9,0.8,36.1,0,1257,0.3,0,0.3,4.08,7,0.42,1.55,1,3.23,0.36,0,50,50,4.03,709,0.01,439.71,0,0.5,0.17,0.02,20,0
10038,"LECHE DESCREMADA, EVAPORADA",100 g,93,9,3.7,5.8,0,210,0.03,0,0.03,0.9,1,0.04,0.31,0.2,0.74,0.06,0.64,9,10.09,0.24,60,0,80,0,2.4,0.06,0.01,4,0
10039,LECHE DESLACTOSADA EN POLVO,100 g,428.33,51.16,14.33,23.83,0,1156.66,,,,3.6,,,1.2,,2.1,,39.4,,66.98,,,,439.71,,9.66,6.967,4.566,36,0
10040,"LECHE DESLACTOSADA ENTERA, FLUIDA",100 g,57,4.5,3,3,0,120,0.03,0,0.03,0.37,0,0.05,0.17,0.09,,0.04,45.6,5,82.52,0.45,46,0.07,21.5,0.3,1.91,0.812,0.195,10,0
10041,"LECHE DESLACTOSADA LIGHT, FLUIDA",100 g,34.05,4.45,0.48,2.96,0,111.13,0.03,0,0.03,0.42,0,0.02,0.19,0.09,,0.04,0,5,5,0.47,63.2,0.01,20.78,0.1,0.3,0.277,0.035,5,0
10042,"LECHE ENTERA DE CABRA, FLUIDA",100 g,69,4.4,4.1,3.6,0,134,0.1,0,0.1,0.3,1,0.05,0.14,0.3,0.31,0.05,1,1,2.7,0.07,56,0.07,51,0.3,2.67,0.98,0.11,11,0
10043,LECHE ENTERA EN POLVO CON CHOCOLATE,100 g,108.73,17.54,2.97,2.95,0.34,161.85,3.18,0,3.18,1.83,25.65,0.31,0.51,3.58,1.16,0.05,57.53,4.6,102.41,0.32,253.37,0.06,41.59,0.22,1.849,0.996,0.143,9.606,0
10044,"LECHE ENTERA HERVIDA, FLUIDA",100 g,69,5.2,3.8,3.4,0,113,0.1,0,0.1,0.38,0,0.04,0.16,0.1,,0.04,0,5,5,0.36,31,0.07,52,0.3,2.3,1,0.1,14,0
10045,"LECHE ENTERA PASTEURIZADA O CRUDA, FLUIDA",100 g,60.49,4.9,3.16,3.1,0,114.42,0.03,0,0.03,0.37,0,0.05,0.17,0.09,0.37,0.04,0,5,5,0.45,46,0.07,22.26,0.3,2.02,0.85,0.2,10,0
10046,"LECHE ENTERA, EN POLVO",100 g,493.33,39,26,26,0,910,0.47,0,0.47,3.67,8.6,0.28,1.21,0.65,2.27,0.3,37,37,99.9,3.25,400,0.58,94,2.2,17,7.924,0.665,97,0
10047,"LECHE ENTERA, EVAPORADA",100 g,109.6,10.9,4,7.5,0,261,0.1,0,0.1,0.77,2,0.05,0.32,0.2,0.64,0.05,0.48,8,8.82,0.16,54,,30.92,0.5,4.59,2.1,0.17,29,0
10048,"LECHE LICONSA FORTIFICADA TENUTRE, EN POLVO",100 g,494,39,26,26,0,912,11,0,11,11,100,,1.1,,,,67,,113.9,0.9,450,,166.8,,11.8,,,,0
10049,"LECHE LICONSAFORTIFICADA TENUTRE, FLUIDA",100 g,421,47,13,29,0,1064,1.32,0,1.32,1.32,12,,0.12,,,,380,,646,0.1,54,,20,,5.7,0.97,0.16,,0
10050,LECHE LICONSA PROMEDIO,100 g,49.04,4.75,2.36,3.05,0,120,0.69,,,0.91,6.85,,0.13,,,,7.78,,13.22,0.11,48.6,,19.2,,0.8,,,,0
10051,"LECHE LICONSA REDUCIDA EN GRASA, FLUIDA",100 g,35.6,4.8,0.48,3,0,120,1.22,0,1.22,,,,,,,,,,,,46.4,,20,,0.32,,,,0
10052,LECHE LIGHT (PROMEDIO),100 g,40.67,5.76,0.65,3.02,0,146.5,0.79,0,0.79,0.43,4,0.03,0.18,0.36,0.31,0.04,20.67,5.33,40.47,0.4,53.92,0.82,22.5,1.9,0.398,0.206,0.026,4,0
10053,"LECHE LIGHT, EVAPORADA (CARNATION LIGHT)",100 g,113.25,11.41,4.6,6.42,0,185.03,0.78,0,0.78,2.43,3.2,0.12,0.83,0.47,0.74,0.15,0.47,24,24.8,0.65,318,0,80,0,0,0.17,0.02,11,0
10054,"LECHE LIGHT, FLUIDA",100 g,35.56,4.89,0.42,3.03,0.25,116,0.03,0,0.03,0.42,0,0.02,0.19,0.09,0.36,0.04,0,5,5,0.47,63.2,0.01,20.38,0.1,0.26,0.277,0.035,5,0
10055,LECHE MATERNA,100 g,72.8,7.18,4.56,1.07,0,33.2,0.03,0,0.03,0.18,5.22,0.02,0.04,0.02,0.22,0.01,0,5,5,0.05,63.6,0.08,3,0.3,2.092,1.728,0.516,14.4,0
10056,LECHE NIDO KINDER,100 g,444.44,60,16,15,2.61,450,6.33,0,6.33,5.3,60,0.45,,6.5,2.2,0.5,110,,187,,240,5,140,,6.38,6.967,4.566,36,0
10057,"LECHE NURSOY (DE SOYA), EN POLVO",100 g,507.69,51.28,27.69,13.84,0,512.82,9,0,9,4.51,60.1,0.3,1,6.51,0,0.3,45.83,0,77.91,0,2.37,7.34,48.97,40.1,10.76,9.74,5.12,0,0
10058,"LECHE SABORIZADA (CHOCOLATE, FRESA, VAINILLA), FLUIDA",100 g,76.54,12.88,1.82,2.14,0.24,78.63,0.27,0,0.27,0.41,1,0.05,0.17,0.76,,0.02,30.4,2,53.68,0.32,48.76,0.04,24.21,0.2,1.15,0.535,0.094,9,0
